category,city,year,sales_amount,sales_amount_sum,sales_amount_mean,sales_amount_count,days_since_join_first,time_since_join_first
office,chicago,2023,420.3,420.3,420.3,1,708,1 year(s) and 11 month(s)
office,chicago,2023,452.24,452.24,452.24,1,1062,2 year(s) and 11 month(s)
office,chicago,2023,516.83,516.83,516.83,1,841,2 year(s) and 3 month(s)
office,chicago,2023,615.16,615.16,615.16,1,997,2 year(s) and 8 month(s)
office,chicago,2023,665.81,665.81,665.81,1,926,2 year(s) and 6 month(s)
office,chicago,2023,749.03,749.03,749.03,1,1024,2 year(s) and 9 month(s)
office,chicago,2023,771.54,771.54,771.54,1,851,2 year(s) and 4 month(s)
office,chicago,2023,786.1,786.1,786.1,1,785,2 year(s) and 1 month(s)
office,chicago,2023,900.51,900.51,900.51,1,798,2 year(s) and 2 month(s)
office,chicago,2023,905.79,905.79,905.79,1,956,2 year(s) and 7 month(s)
office,chicago,2023,984.26,984.26,984.26,1,745,2 year(s) and 0 month(s)
office,chicago,2023,1670.82,1670.82,1670.82,1,973,2 year(s) and 8 month(s)
office,chicago,2023,1830.45,1830.45,1830.45,1,789,2 year(s) and 1 month(s)
office,chicago,2023,2209.84,2209.84,2209.84,1,997,2 year(s) and 8 month(s)
office,chicago,2023,2701.53,2701.53,2701.53,1,841,2 year(s) and 3 month(s)
office,chicago,2023,3329.04,3329.04,3329.04,1,851,2 year(s) and 4 month(s)
office,chicago,2023,3745.17,3745.17,3745.17,1,851,2 year(s) and 4 month(s)
office,chicago,2023,4993.56,4993.56,4993.56,1,907,2 year(s) and 5 month(s)
office,chicago,2024,378.27,378.27,378.27,1,692,1 year(s) and 10 month(s)
office,chicago,2024,383.43,383.43,383.43,1,658,1 year(s) and 9 month(s)
office,chicago,2024,413.78,413.78,413.78,1,652,1 year(s) and 9 month(s)
office,chicago,2024,488.12,488.12,488.12,1,658,1 year(s) and 9 month(s)
office,chicago,2024,517.22,517.22,517.22,1,646,1 year(s) and 9 month(s)
office,chicago,2024,775.83,775.83,775.83,1,658,1 year(s) and 9 month(s)
office,chicago,2024,2247.1,2247.1,2247.1,1,658,1 year(s) and 9 month(s)
office,los angelos,2020,31.09,31.09,31.09,1,1887,5 year(s) and 2 month(s)
office,los angelos,2020,110.53,110.53,110.53,1,1886,5 year(s) and 2 month(s)
office,los angelos,2020,255.62,255.62,255.62,1,1889,5 year(s) and 2 month(s)
office,los angelos,2020,499.43,499.43,499.43,1,1957,5 year(s) and 4 month(s)
office,los angelos,2020,553.64,553.64,553.64,1,1978,5 year(s) and 5 month(s)
office,los angelos,2020,672.48,672.48,672.48,1,1857,5 year(s) and 1 month(s)
office,los angelos,2020,744.34,744.34,744.34,1,2004,5 year(s) and 5 month(s)
office,los angelos,2020,803.95,803.95,803.95,1,1801,4 year(s) and 11 month(s)
office,los angelos,2020,867.98,867.98,867.98,1,1845,5 year(s) and 0 month(s)
office,los angelos,2020,1066.4,1066.4,1066.4,1,1915,5 year(s) and 3 month(s)
office,los angelos,2020,1130.6,1130.6,1130.6,1,1844,5 year(s) and 0 month(s)
office,los angelos,2020,1157.3,1157.3,1157.3,1,2029,5 year(s) and 6 month(s)
office,los angelos,2020,1695.9,1695.9,1695.9,1,2021,5 year(s) and 6 month(s)
office,los angelos,2020,1811.58,1811.58,1811.58,1,1944,5 year(s) and 3 month(s)
office,los angelos,2020,1963.16,1963.16,1963.16,1,2004,5 year(s) and 5 month(s)
office,los angelos,2020,2453.95,2453.95,2453.95,1,1985,5 year(s) and 5 month(s)
office,los angelos,2020,3216.84,3216.84,3216.84,1,2000,5 year(s) and 5 month(s)
office,los angelos,2020,3260.84,3260.84,3260.84,1,1888,5 year(s) and 2 month(s)
office,los angelos,2021,266.6,266.6,266.6,1,1593,4 year(s) and 4 month(s)
office,los angelos,2021,426.03,426.03,426.03,1,1580,4 year(s) and 4 month(s)
office,los angelos,2021,610.15,610.15,610.15,1,1613,4 year(s) and 5 month(s)
office,los angelos,2021,786.1,786.1,786.1,1,1580,4 year(s) and 4 month(s)
office,los angelos,2021,835.41,835.41,835.41,1,1442,3 year(s) and 11 month(s)
office,los angelos,2021,905.79,905.79,905.79,1,1739,4 year(s) and 9 month(s)
office,los angelos,2021,976.24,976.24,976.24,1,1648,4 year(s) and 6 month(s)
office,los angelos,2021,1066.4,2132.8,1066.4,2,1778,4 year(s) and 10 month(s)
office,los angelos,2021,1447.58,1447.58,1447.58,1,1563,4 year(s) and 3 month(s)
office,los angelos,2021,1472.37,1472.37,1472.37,1,1469,4 year(s) and 0 month(s)
office,los angelos,2021,1670.82,1670.82,1670.82,1,1655,4 year(s) and 6 month(s)
office,los angelos,2021,1801.02,1801.02,1801.02,1,1602,4 year(s) and 4 month(s)
office,los angelos,2021,3294.81,3294.81,3294.81,1,1622,4 year(s) and 5 month(s)
office,los angelos,2022,34.54,34.54,34.54,1,1348,3 year(s) and 8 month(s)
office,los angelos,2022,142.01,142.01,142.01,1,1227,3 year(s) and 4 month(s)
office,los angelos,2022,258.42,258.42,258.42,1,1212,3 year(s) and 3 month(s)
office,los angelos,2022,533.2,533.2,533.2,1,1323,3 year(s) and 7 month(s)
office,los angelos,2022,615.16,615.16,615.16,1,1170,3 year(s) and 2 month(s)
office,los angelos,2022,665.81,665.81,665.81,1,1334,3 year(s) and 7 month(s)
office,los angelos,2022,883.94,883.94,883.94,1,1334,3 year(s) and 7 month(s)
office,los angelos,2022,900.51,900.51,900.51,1,1350,3 year(s) and 8 month(s)
office,los angelos,2022,1071.94,1071.94,1071.94,1,1405,3 year(s) and 10 month(s)
office,los angelos,2022,1325.9,1325.9,1325.9,1,1319,3 year(s) and 7 month(s)
office,los angelos,2022,1336.66,1336.66,1336.66,1,1110,3 year(s) and 0 month(s)
office,los angelos,2022,1397.52,1397.52,1397.52,1,1148,3 year(s) and 1 month(s)
office,los angelos,2022,1657.38,1657.38,1657.38,1,1133,3 year(s) and 1 month(s)
office,los angelos,2022,1660.93,1660.93,1660.93,1,1404,3 year(s) and 10 month(s)
office,los angelos,2022,1664.52,1664.52,1664.52,1,1334,3 year(s) and 7 month(s)
office,los angelos,2022,1830.45,1830.45,1830.45,1,1289,3 year(s) and 6 month(s)
office,los angelos,2022,1928.84,1928.84,1928.84,1,1118,3 year(s) and 0 month(s)
office,los angelos,2022,2584.16,2584.16,2584.16,1,1271,3 year(s) and 5 month(s)
office,los angelos,2022,2996.14,2996.14,2996.14,1,1173,3 year(s) and 2 month(s)
office,los angelos,2022,4367.25,4367.25,4367.25,1,1357,3 year(s) and 8 month(s)
office,los angelos,2023,108.94,108.94,108.94,1,758,2 year(s) and 0 month(s)
office,los angelos,2023,213.28,213.28,213.28,1,1065,2 year(s) and 11 month(s)
office,los angelos,2023,217.87,217.87,217.87,1,831,2 year(s) and 3 month(s)
office,los angelos,2023,301.48,301.48,301.48,1,946,2 year(s) and 7 month(s)
office,los angelos,2023,326.81,653.62,326.81,2,855,2 year(s) and 4 month(s)
office,los angelos,2023,426.56,426.56,426.56,1,956,2 year(s) and 7 month(s)
office,los angelos,2023,535.97,535.97,535.97,1,798,2 year(s) and 2 month(s)
office,los angelos,2023,668.33,668.33,668.33,1,855,2 year(s) and 4 month(s)
office,los angelos,2023,804.21,804.21,804.21,1,943,2 year(s) and 7 month(s)
office,los angelos,2023,827.04,827.04,827.04,1,817,2 year(s) and 2 month(s)
office,los angelos,2023,994.43,994.43,994.43,1,760,2 year(s) and 1 month(s)
office,los angelos,2023,1513.08,1513.08,1513.08,1,973,2 year(s) and 8 month(s)
office,los angelos,2023,1695.9,1695.9,1695.9,1,833,2 year(s) and 3 month(s)
office,los angelos,2023,1830.45,1830.45,1830.45,1,1066,2 year(s) and 11 month(s)
office,los angelos,2023,2004.98,2004.98,2004.98,1,1007,2 year(s) and 9 month(s)
office,los angelos,2023,2717.37,2717.37,2717.37,1,1032,2 year(s) and 10 month(s)
office,los angelos,2023,2893.26,2893.26,2893.26,1,943,2 year(s) and 7 month(s)
office,los angelos,2024,245.11,245.11,245.11,1,662,1 year(s) and 9 month(s)
office,los angelos,2024,267.98,267.98,267.98,1,662,1 year(s) and 9 month(s)
office,los angelos,2024,499.43,499.43,499.43,1,580,1 year(s) and 7 month(s)
office,los angelos,2024,665.81,665.81,665.81,1,627,1 year(s) and 8 month(s)
office,los angelos,2024,799.8,799.8,799.8,1,597,1 year(s) and 7 month(s)
office,los angelos,2024,904.45,904.45,904.45,1,640,1 year(s) and 9 month(s)
office,los angelos,2024,1107.29,1107.29,1107.29,1,652,1 year(s) and 9 month(s)
office,los angelos,2024,1654.08,1654.08,1654.08,1,590,1 year(s) and 7 month(s)
office,los angelos,2024,1664.52,1664.52,1664.52,1,662,1 year(s) and 9 month(s)
office,los angelos,2024,3493.8,3493.8,3493.8,1,662,1 year(s) and 9 month(s)
office,philadelphia,2020,103.62,103.62,103.62,1,2034,5 year(s) and 6 month(s)
office,philadelphia,2020,239.94,239.94,239.94,1,2000,5 year(s) and 5 month(s)
office,philadelphia,2020,326.81,326.81,326.81,1,2005,5 year(s) and 6 month(s)
office,philadelphia,2020,413.52,413.52,413.52,1,1883,5 year(s) and 1 month(s)
office,philadelphia,2020,553.64,553.64,553.64,1,2022,5 year(s) and 6 month(s)
office,philadelphia,2020,698.25,698.25,698.25,1,1878,5 year(s) and 1 month(s)
office,philadelphia,2020,853.12,853.12,853.12,1,1940,5 year(s) and 3 month(s)
office,philadelphia,2020,1004.94,1004.94,1004.94,1,2034,5 year(s) and 6 month(s)
office,philadelphia,2020,1498.29,1498.29,1498.29,1,2021,5 year(s) and 6 month(s)
office,philadelphia,2020,1572.21,1572.21,1572.21,1,1929,5 year(s) and 3 month(s)
office,philadelphia,2020,1695.9,3391.8,1695.9,2,1957,5 year(s) and 4 month(s)
office,philadelphia,2020,1830.45,1830.45,1830.45,1,1878,5 year(s) and 1 month(s)
office,philadelphia,2020,1997.72,1997.72,1997.72,1,1905,5 year(s) and 2 month(s)
office,philadelphia,2020,2247.44,2247.44,2247.44,1,2006,5 year(s) and 6 month(s)
office,philadelphia,2020,2440.6,2440.6,2440.6,1,1959,5 year(s) and 4 month(s)
office,philadelphia,2020,2506.23,2506.23,2506.23,1,2021,5 year(s) and 6 month(s)
office,philadelphia,2020,3493.8,3493.8,3493.8,1,1844,5 year(s) and 0 month(s)
office,philadelphia,2020,3745.17,3745.17,3745.17,1,1844,5 year(s) and 0 month(s)
office,philadelphia,2021,34.54,34.54,34.54,1,1438,3 year(s) and 11 month(s)
office,philadelphia,2021,55.26,55.26,55.26,1,1468,4 year(s) and 0 month(s)
office,philadelphia,2021,103.62,103.62,103.62,1,1580,4 year(s) and 4 month(s)
office,philadelphia,2021,334.98,334.98,334.98,1,1579,4 year(s) and 3 month(s)
office,philadelphia,2021,490.79,490.79,490.79,1,1499,4 year(s) and 1 month(s)
office,philadelphia,2021,499.43,499.43,499.43,1,1687,4 year(s) and 7 month(s)
office,philadelphia,2021,544.68,544.68,544.68,1,1580,4 year(s) and 4 month(s)
office,philadelphia,2021,873.45,873.45,873.45,1,1623,4 year(s) and 5 month(s)
office,philadelphia,2021,900.51,900.51,900.51,1,1549,4 year(s) and 2 month(s)
office,philadelphia,2021,981.58,981.58,981.58,1,1499,4 year(s) and 1 month(s)
office,philadelphia,2021,1325.9,1325.9,1325.9,1,1779,4 year(s) and 10 month(s)
office,philadelphia,2021,1472.37,1472.37,1472.37,1,1448,3 year(s) and 11 month(s)
office,philadelphia,2021,1830.45,1830.45,1830.45,1,1642,4 year(s) and 6 month(s)
office,philadelphia,2021,1997.72,1997.72,1997.72,1,1655,4 year(s) and 6 month(s)
office,philadelphia,2021,2067.6,2067.6,2067.6,1,1504,4 year(s) and 1 month(s)
office,philadelphia,2021,2096.28,2096.28,2096.28,1,1580,4 year(s) and 4 month(s)
office,philadelphia,2021,2795.04,2795.04,2795.04,1,1661,4 year(s) and 6 month(s)
office,philadelphia,2021,3216.84,3216.84,3216.84,1,1499,4 year(s) and 1 month(s)
office,philadelphia,2022,138.16,138.16,138.16,1,1350,3 year(s) and 8 month(s)
office,philadelphia,2022,142.01,142.01,142.01,1,1109,3 year(s) and 0 month(s)
office,philadelphia,2022,334.98,334.98,334.98,1,1118,3 year(s) and 0 month(s)
office,philadelphia,2022,340.82,340.82,340.82,1,1357,3 year(s) and 8 month(s)
office,philadelphia,2022,399.54,399.54,399.54,1,1271,3 year(s) and 5 month(s)
office,philadelphia,2022,441.97,883.94,441.97,2,1095,3 year(s) and 0 month(s)
office,philadelphia,2022,661.63,661.63,661.63,1,1212,3 year(s) and 3 month(s)
office,philadelphia,2022,698.76,698.76,698.76,1,1336,3 year(s) and 8 month(s)
office,philadelphia,2022,720.41,720.41,720.41,1,1350,3 year(s) and 8 month(s)
office,philadelphia,2022,751.87,751.87,751.87,1,1392,3 year(s) and 9 month(s)
office,philadelphia,2022,799.8,799.8,799.8,1,1319,3 year(s) and 7 month(s)
office,philadelphia,2022,1198.63,1198.63,1198.63,1,1407,3 year(s) and 10 month(s)
office,philadelphia,2022,1356.72,2713.44,1356.72,2,1151,3 year(s) and 1 month(s)
office,philadelphia,2022,1498.29,1498.29,1498.29,1,1220,3 year(s) and 4 month(s)
office,philadelphia,2022,1526.31,1526.31,1526.31,1,1392,3 year(s) and 9 month(s)
office,philadelphia,2022,3314.76,3314.76,3314.76,1,1133,3 year(s) and 1 month(s)
office,philadelphia,2022,3533.69,3533.69,3533.69,1,1170,3 year(s) and 2 month(s)
office,philadelphia,2023,27.63,27.63,27.63,1,967,2 year(s) and 7 month(s)
office,philadelphia,2023,55.26,55.26,55.26,1,1008,2 year(s) and 9 month(s)
office,philadelphia,2023,138.16,138.16,138.16,1,973,2 year(s) and 8 month(s)
office,philadelphia,2023,330.82,330.82,330.82,1,907,2 year(s) and 5 month(s)
office,philadelphia,2023,383.43,383.43,383.43,1,817,2 year(s) and 2 month(s)
office,philadelphia,2023,413.52,413.52,413.52,1,789,2 year(s) and 1 month(s)
office,philadelphia,2023,499.43,499.43,499.43,1,725,1 year(s) and 12 month(s)
office,philadelphia,2023,535.97,535.97,535.97,1,725,1 year(s) and 12 month(s)
office,philadelphia,2023,553.64,553.64,553.64,1,1007,2 year(s) and 9 month(s)
office,philadelphia,2023,672.48,672.48,672.48,1,944,2 year(s) and 7 month(s)
office,philadelphia,2023,751.87,751.87,751.87,1,907,2 year(s) and 5 month(s)
office,philadelphia,2023,840.6,840.6,840.6,1,785,2 year(s) and 1 month(s)
office,philadelphia,2023,969.06,969.06,969.06,1,957,2 year(s) and 7 month(s)
office,philadelphia,2023,981.58,981.58,981.58,1,1035,2 year(s) and 10 month(s)
office,philadelphia,2023,1240.56,1240.56,1240.56,1,785,2 year(s) and 1 month(s)
office,philadelphia,2023,1446.63,2893.26,1446.63,2,764,2 year(s) and 1 month(s)
office,philadelphia,2023,1572.21,1572.21,1572.21,1,820,2 year(s) and 3 month(s)
office,philadelphia,2023,1608.42,1608.42,1608.42,1,820,2 year(s) and 3 month(s)
office,philadelphia,2023,1997.42,1997.42,1997.42,1,935,2 year(s) and 6 month(s)
office,philadelphia,2023,2453.95,4907.9,2453.95,2,1035,2 year(s) and 10 month(s)
office,philadelphia,2023,2496.78,2496.78,2496.78,1,1024,2 year(s) and 9 month(s)
office,philadelphia,2023,2717.37,2717.37,2717.37,1,726,1 year(s) and 12 month(s)
office,philadelphia,2023,3329.04,3329.04,3329.04,1,833,2 year(s) and 3 month(s)
office,philadelphia,2023,3602.04,3602.04,3602.04,1,1008,2 year(s) and 9 month(s)
office,philadelphia,2024,69.08,69.08,69.08,1,658,1 year(s) and 9 month(s)
office,philadelphia,2024,227.22,227.22,227.22,1,627,1 year(s) and 8 month(s)
office,philadelphia,2024,544.68,544.68,544.68,1,658,1 year(s) and 9 month(s)
office,philadelphia,2024,568.04,568.04,568.04,1,640,1 year(s) and 9 month(s)
office,philadelphia,2024,1503.74,1503.74,1503.74,1,609,1 year(s) and 8 month(s)
office,philadelphia,2024,1801.02,1801.02,1801.02,1,604,1 year(s) and 7 month(s)
office,philadelphia,2024,1811.58,1811.58,1811.58,1,597,1 year(s) and 7 month(s)
office,philadelphia,2024,2620.35,2620.35,2620.35,1,658,1 year(s) and 9 month(s)
